mac,1,2,3,4,5,6,7,8,9,10,label,noise,concurrent_noise_path,synthetic
e6:53:5c:2a:e8:e2,-54.0,-38.0,-36.0,-34.0,-37.0,-39.0,-60.0,-34.0,-48.0,-38.0,AA,True,AB,False
6e:7c:a5:0f:91:c6,-55.0,-54.9,-53.1,-55.9,-55.8,-55.1,-54.5,-55.8,-55.6,-53.9,AB,True,AA,True
2e:ad:62:53:35:66,-59.2,-62.6,-48.1,-60.2,-61.2,-47.5,-43.2,-38.4,-37.6,-40.9,BA,True,BB,True
f6:12:7b:46:29:86,-43.8,-42.2,-44.8,-43.8,-42.0,-43.9,-44.8,-42.9,-45.0,-41.0,AA,True,BA,True
76:64:61:f6:e6:14,-43.5,-47.5,-47.2,-44.0,-39.0,-37.5,-45.6,-50.1,-47.1,-41.4,BA,True,AA,True
e6:53:5c:2a:e8:e2,-49.3,-49.5,-51.7,-37.8,-43.7,-35.2,-58.2,-49.6,-39.0,-51.8,BA,False,,True
5c:77:76:80:95:6f,-33.8,-34.4,-34.6,-34.7,-35.2,-34.5,-32.7,-32.9,-33.2,-34.0,AA,True,BB,True
4a:ff:61:0a:f6:20,-43.9,-43.9,-43.9,-43.9,-43.9,-43.9,-43.9,-43.9,-43.9,-43.9,AA,True,BA,True
4e:9a:ff:cd:da:f3,-38.7,-39.9,-37.1,-38.0,-37.7,-37.9,-59.6,-59.8,-45.9,-45.4,AB,True,BA,True
e6:53:5c:2a:e8:e2,-36.9,-46.8,-53.3,-45.0,-47.2,-51.8,-38.7,-50.1,-57.3,-53.9,AA,False,,True
6e:7c:a5:0f:91:c6,-37.1,-37.1,-48.3,-55.8,-56.7,-54.9,-56.7,-56.7,-57.7,-48.3,AB,True,AA,True
76:64:61:f6:e6:14,-55.2,-44.9,-47.6,-47.7,-43.5,-39.1,-40.5,-36.9,-39.2,-37.1,BA,True,BB,True
4e:9a:ff:cd:da:f3,-51.2,-53.7,-49.0,-45.8,-44.7,-37.7,-33.9,-38.6,-44.5,-46.7,BA,True,BB,True
e6:53:5c:2a:e8:e2,-52.9,-50.5,-51.0,-47.7,-39.9,-35.5,-48.7,-52.1,-41.0,-38.6,BA,True,AB,True
04:b1:67:ac:8d:65,-62.8,-62.3,-63.8,-63.9,-62.4,-63.4,-63.9,-62.8,-62.9,-63.2,BB,True,BA,True
00:be:3b:9e:7f:14,-47.0,-48.3,-47.4,-49.2,-51.2,-61.2,-46.7,-45.6,-45.3,-48.6,BB,True,AB,True
4a:ff:61:0a:f6:20,-53.2,-62.6,-63.0,-63.6,-62.2,-63.1,-63.5,-63.5,-62.8,-62.3,BB,True,BA,True
4a:ff:61:0a:f6:20,-44.2,-43.4,-43.8,-43.9,-46.7,-44.5,-44.8,-43.6,-44.2,-45.3,BB,True,AA,True
04:b1:67:ac:8d:65,-34.4,-34.3,-32.4,-32.8,-34.7,-32.8,-34.9,-34.3,-34.3,-34.1,AA,True,AB,True
f6:12:7b:46:29:86,-44.5,-40.5,-41.6,-42.8,-42.4,-42.7,-37.5,-36.0,-43.5,-42.9,AA,True,AB,True
56:ec:bd:68:73:0c,-51.8,-51.5,-41.3,-51.2,-51.5,-46.3,-50.6,-46.8,-45.0,-43.3,BA,True,BB,True
f6:12:7b:46:29:86,-56.3,-54.4,-51.7,-52.4,-51.6,-49.1,-54.3,-51.6,-47.6,-48.3,BB,True,AA,True
00:be:3b:9e:7f:14,-52.2,-43.9,-51.0,-47.0,-54.8,-32.4,-40.3,-43.8,-39.8,-51.0,AB,True,AA,True
00:be:3b:9e:7f:14,-49.3,-61.3,-54.3,-61.2,-79.1,-66.6,-64.0,-56.7,-65.8,-41.3,BA,True,BB,True
00:be:3b:9e:7f:14,-57.4,-60.8,-60.8,-51.5,-60.8,-57.5,-32.1,-27.5,-30.1,-32.7,BA,True,BB,True
e6:53:5c:2a:e8:e2,-46.0,-47.0,-39.0,-37.5,-46.2,-29.3,-28.1,-28.2,-29.9,-45.4,BA,True,AB,True
e6:53:5c:2a:e8:e2,-43.2,-37.0,-39.4,-32.3,-37.5,-40.8,-39.9,-32.6,-40.7,-35.4,AA,True,AB,True
2e:ad:62:53:35:66,-60.4,-55.1,-59.7,-60.4,-56.8,-54.4,-49.6,-50.1,-53.9,-59.2,BB,True,AB,True
04:b1:67:ac:8d:65,-68.4,-53.9,-52.5,-52.5,-53.1,-45.9,-45.5,-45.0,-46.1,-46.0,BB,True,AA,True
e6:53:5c:2a:e8:e2,-66.5,-60.5,-60.5,-54.0,-57.7,-51.7,-59.3,-55.0,-55.4,-53.7,BA,True,AB,True
56:ec:bd:68:73:0c,-37.4,-56.0,-56.3,-56.1,-59.8,-51.2,-54.6,-39.3,-36.6,-36.2,BB,True,AB,True
04:b1:67:ac:8d:65,-33.4,-32.9,-34.3,-35.7,-37.5,-37.5,-38.3,-37.5,-47.2,-43.0,AA,True,AB,True
ea:51:ae:7f:62:fa,-62.4,-56.5,-56.3,-50.6,-49.7,-53.3,-43.1,-49.6,-58.2,-52.0,BA,True,AA,True
e6:53:5c:2a:e8:e2,-44.7,-41.9,-49.6,-44.6,-46.0,-44.9,-43.1,-49.2,-48.9,-40.1,AA,True,BA,True
4e:9a:ff:cd:da:f3,-37.7,-42.0,-46.0,-36.0,-43.1,-51.9,-53.0,-60.4,-56.4,-49.2,AB,True,AA,True
04:b1:67:ac:8d:65,-38.8,-35.3,-41.6,-37.5,-38.1,-37.7,-38.5,-38.3,-36.3,-38.5,AA,True,AB,True
76:64:61:f6:e6:14,-50.1,-47.7,-46.4,-42.1,-46.8,-50.2,-56.7,-43.6,-48.1,-53.8,BB,True,AB,True
e6:53:5c:2a:e8:e2,-45.0,-47.0,-45.0,-45.2,-45.8,-48.0,-41.8,-41.7,-41.2,-41.9,AA,True,AB,True
04:b1:67:ac:8d:65,-50.8,-50.6,-50.7,-50.8,-50.8,-49.3,-50.9,-50.4,-51.0,-50.7,BB,True,AA,True
4a:ff:61:0a:f6:20,-52.2,-51.0,-51.9,-51.2,-52.5,-51.7,-51.5,-50.6,-53.5,-51.2,AA,True,BA,True
e6:53:5c:2a:e8:e2,-44.2,-47.0,-45.2,-50.4,-49.3,-56.8,-56.5,-58.1,-59.6,-52.7,AA,True,AB,True
4e:9a:ff:cd:da:f3,-48.2,-39.9,-34.4,-46.5,-53.6,-44.9,-54.3,-56.0,-41.7,-49.4,AB,True,AA,True
76:64:61:f6:e6:14,-33.8,-36.9,-45.6,-54.4,-57.5,-54.6,-50.1,-54.9,-47.6,-46.7,AB,True,BA,True
76:64:61:f6:e6:14,-35.5,-31.8,-43.3,-56.3,-65.1,-54.1,-57.3,-58.7,-50.6,-47.9,AB,True,BA,True
56:ec:bd:68:73:0c,-32.7,-61.7,-44.5,-41.8,-52.4,-32.1,-38.4,-40.1,-34.1,-32.0,AA,True,BB,True
6e:7c:a5:0f:91:c6,-45.4,-45.7,-47.5,-45.9,-46.5,-46.5,-45.5,-45.8,-46.8,-45.6,BA,True,AA,True
4a:ff:61:0a:f6:20,-33.6,-33.5,-33.5,-32.3,-34.3,-35.4,-34.9,-34.0,-35.6,-33.5,AA,True,AB,True
5c:77:76:80:95:6f,-50.5,-51.7,-48.6,-53.5,-42.7,-41.0,-43.3,-47.3,-43.6,-53.6,BA,True,BB,True
4a:ff:61:0a:f6:20,-31.2,-31.9,-29.8,-30.8,-31.8,-31.6,-32.5,-30.8,-49.3,-50.2,BB,True,AA,True
04:b1:67:ac:8d:65,-53.0,-54.4,-53.8,-53.7,-36.2,-35.2,-19.4,-33.2,-45.4,-41.6,BA,True,AB,True
04:b1:67:ac:8d:65,-46.4,-45.8,-45.2,-46.5,-45.2,-46.3,-45.0,-47.1,-47.7,-45.6,AB,True,BB,True
76:64:61:f6:e6:14,-56.6,-45.9,-42.0,-43.9,-41.8,-41.6,-41.8,-38.4,-50.3,-40.6,BA,True,AA,True
e6:53:5c:2a:e8:e2,-37.0,-36.5,-43.6,-39.5,-52.6,-38.9,-37.5,-44.7,-49.2,-61.9,BA,True,AB,True
4a:ff:61:0a:f6:20,-30.0,-29.7,-30.2,-27.6,-29.0,-29.2,-28.5,-28.3,-28.8,-27.9,AA,True,BA,True
76:64:61:f6:e6:14,-48.2,-49.6,-49.4,-49.0,-45.8,-36.2,-31.2,-33.8,-38.8,-39.0,BA,True,AA,True
4a:ff:61:0a:f6:20,-29.3,-28.9,-28.5,-28.5,-29.1,-28.7,-28.2,-28.9,-30.5,-30.5,AA,True,BA,True
e6:53:5c:2a:e8:e2,-53.3,-38.8,-35.8,-34.7,-37.3,-39.0,-59.5,-34.0,-48.4,-37.7,AA,True,AB,True
4a:ff:61:0a:f6:20,-58.0,-51.0,-55.0,-55.0,-55.0,-55.0,-55.0,-55.0,-55.0,-55.0,BB,True,AA,False
6e:7c:a5:0f:91:c6,-49.9,-48.8,-48.6,-48.1,-50.6,-39.2,-36.8,-36.9,-37.4,-36.7,BB,True,AB,True
6e:7c:a5:0f:91:c6,-28.1,-28.3,-29.7,-28.7,-28.3,-28.5,-29.0,-29.1,-29.2,-30.0,AB,True,BA,True
2e:ad:62:53:35:66,-41.8,-40.3,-45.7,-60.0,-61.0,-57.2,-60.0,-45.6,-54.2,-49.9,AB,True,BA,True
f6:12:7b:46:29:86,-31.0,-31.1,-31.1,-30.9,-31.2,-31.0,-30.7,-30.9,-31.1,-31.1,AA,True,AB,True
4a:ff:61:0a:f6:20,-44.3,-42.1,-44.4,-42.2,-43.0,-42.8,-43.7,-42.4,-43.5,-42.3,BB,True,BA,True
76:64:61:f6:e6:14,-49.6,-49.8,-50.7,-50.2,-48.9,-48.6,-48.9,-49.6,-51.4,-50.4,BB,True,AB,True
4a:ff:61:0a:f6:20,-50.0,-50.0,-51.3,-51.0,-51.8,-51.1,-49.9,-51.7,-49.4,-52.6,BA,True,AB,True
4a:ff:61:0a:f6:20,-52.5,-55.3,-55.3,-55.6,-54.0,-54.6,-62.4,-62.3,-61.8,-62.1,BB,True,BA,True
2e:ad:62:53:35:66,-35.5,-37.1,-48.3,-57.2,-58.0,-56.1,-57.7,-58.5,-60.6,-49.0,AB,True,BA,True
e6:53:5c:2a:e8:e2,-43.2,-37.4,-39.7,-41.1,-43.7,-42.7,-44.7,-45.1,-42.4,-45.0,AA,True,BA,True
4a:ff:61:0a:f6:20,-34.9,-34.9,-34.2,-36.1,-35.1,-34.1,-34.3,-34.1,-35.3,-36.8,AA,True,AB,True
f6:12:7b:46:29:86,-47.9,-37.6,-46.5,-41.4,-39.3,-40.2,-44.3,-44.7,-49.0,-53.0,AB,True,BB,True
76:64:61:f6:e6:14,-41.0,-39.1,-31.4,-42.8,-40.0,-62.6,-57.8,-62.6,-56.8,-53.0,AB,False,,True
ea:51:ae:7f:62:fa,-55.2,-53.0,-49.4,-53.4,-40.6,-50.8,-43.1,-49.0,-43.3,-41.8,BA,True,AA,True
04:b1:67:ac:8d:65,-29.0,-29.2,-29.5,-28.9,-29.7,-29.9,-28.8,-28.2,-29.6,-29.5,AB,True,BB,True
04:b1:67:ac:8d:65,-51.0,-51.0,-51.0,-51.0,-51.0,-51.0,-64.0,-64.0,-61.0,-56.0,BB,True,AA,False
4a:ff:61:0a:f6:20,-44.7,-45.7,-43.9,-56.9,-57.0,-56.6,-57.7,-56.1,-56.4,-57.4,BB,True,AA,True
76:64:61:f6:e6:14,-37.8,-37.2,-36.9,-37.2,-51.4,-51.3,-54.5,-58.7,-57.7,-49.4,AB,True,AA,True
4a:ff:61:0a:f6:20,-57.2,-51.7,-56.0,-54.9,-55.6,-55.7,-55.9,-56.5,-54.8,-54.9,BB,True,AA,True
6e:7c:a5:0f:91:c6,-57.5,-55.9,-57.4,-56.5,-56.4,-57.3,-56.3,-57.4,-56.2,-56.4,AA,True,BB,True
04:b1:67:ac:8d:65,-47.4,-47.3,-47.4,-42.3,-38.7,-38.2,-39.4,-38.9,-31.4,-31.5,AA,True,BA,True
e6:53:5c:2a:e8:e2,-45.6,-46.8,-51.9,-46.8,-50.2,-41.5,-44.1,-46.9,-42.4,-47.6,BA,False,,True
4a:ff:61:0a:f6:20,-57.1,-55.8,-56.6,-56.1,-55.4,-56.5,-56.6,-56.2,-53.0,-55.8,AA,True,BA,True
00:be:3b:9e:7f:14,-48.1,-53.8,-57.0,-69.2,-64.6,-56.9,-40.3,-20.4,-37.0,-35.6,BA,True,BB,True
6e:7c:a5:0f:91:c6,-58.6,-58.1,-58.5,-58.6,-57.3,-58.7,-58.4,-58.1,-55.8,-59.4,AB,True,AA,True
04:b1:67:ac:8d:65,-54.9,-55.8,-54.2,-55.6,-54.3,-55.1,-55.4,-56.0,-55.6,-53.9,AB,True,BB,True
6e:7c:a5:0f:91:c6,-52.7,-53.8,-57.4,-57.8,-57.3,-56.0,-56.9,-58.2,-57.8,-55.1,BA,True,BB,True
76:64:61:f6:e6:14,-29.2,-50.1,-33.5,-29.3,-38.9,-37.2,-44.2,-54.3,-55.3,-59.3,AA,True,BB,True
76:64:61:f6:e6:14,-53.4,-61.7,-56.2,-48.9,-54.7,-55.8,-46.0,-47.5,-41.3,-32.8,AA,True,BB,True
5c:77:76:80:95:6f,-49.9,-45.9,-53.9,-45.9,-47.9,-51.0,-45.0,-40.1,-51.1,-40.1,AB,True,AA,True
5c:77:76:80:95:6f,-52.0,-52.0,-51.0,-52.0,-53.0,-57.0,-50.0,-53.0,-51.0,-53.0,BB,True,AB,False
6e:7c:a5:0f:91:c6,-39.0,-39.0,-39.0,-39.0,-39.0,-39.0,-39.0,-39.0,-39.0,-39.0,AB,True,AA,False
86:1d:1e:e5:49:5a,-46.5,-38.0,-38.9,-38.0,-40.1,-45.5,-53.9,-69.1,-59.6,-57.3,AB,True,AA,True
04:b1:67:ac:8d:65,-42.0,-47.4,-47.8,-49.2,-68.1,-65.6,-66.6,-66.7,-67.1,-68.2,AB,True,BB,True
4e:9a:ff:cd:da:f3,-44.4,-52.8,-48.9,-47.8,-45.9,-47.0,-52.8,-52.7,-54.1,-60.3,BB,True,AB,True
4a:ff:61:0a:f6:20,-40.4,-39.9,-40.9,-38.6,-37.4,-38.1,-39.0,-26.1,-26.3,-25.2,AA,True,AB,True
4a:ff:61:0a:f6:20,-30.3,-30.4,-29.9,-31.4,-31.2,-31.8,-30.5,-30.9,-31.3,-31.7,AA,True,AB,True
00:be:3b:9e:7f:14,-41.9,-49.6,-56.9,-44.7,-52.5,-34.6,-41.2,-47.7,-46.9,-49.7,AB,True,BA,True
5c:77:76:80:95:6f,-48.0,-33.0,-20.0,-50.0,-49.0,-60.0,-56.0,-68.0,-65.0,-53.0,AB,True,BA,False
e6:53:5c:2a:e8:e2,-48.5,-48.0,-44.6,-42.7,-43.5,-60.5,-58.4,-56.0,-67.5,-65.5,AB,True,BB,True
6e:7c:a5:0f:91:c6,-57.0,-57.0,-57.0,-57.0,-57.0,-57.0,-57.0,-57.0,-42.0,-42.0,BA,True,BB,False
76:64:61:f6:e6:14,-55.1,-48.6,-49.3,-46.2,-45.0,-41.5,-42.2,-35.9,-36.0,-38.1,BA,True,BB,True
56:ec:bd:68:73:0c,-40.8,-34.9,-44.7,-47.7,-54.4,-51.0,-71.3,-39.9,-32.8,-28.6,AA,True,BB,True
2e:ad:62:53:35:66,-38.0,-38.7,-37.5,-37.3,-45.0,-55.8,-65.8,-64.3,-61.7,-66.5,AB,True,AA,True
4a:ff:61:0a:f6:20,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,BB,True,BA,False
2e:ad:62:53:35:66,-47.8,-42.6,-49.0,-51.7,-45.0,-39.5,-51.9,-47.1,-41.0,-40.2,BB,True,AB,True
2e:ad:62:53:35:66,-57.7,-59.2,-55.9,-59.2,-52.2,-53.4,-51.3,-57.6,-50.3,-49.5,BB,True,AB,True
e6:53:5c:2a:e8:e2,-40.0,-39.0,-34.0,-35.0,-31.0,-28.0,-34.0,-46.0,-59.0,-34.0,BA,True,AB,False
4e:9a:ff:cd:da:f3,-37.8,-37.6,-35.5,-46.3,-53.9,-49.9,-51.5,-49.1,-55.0,-47.2,AB,True,BA,True
6e:7c:a5:0f:91:c6,-39.3,-31.4,-31.3,-31.3,-31.3,-31.3,-31.3,-31.3,-31.3,-31.3,AB,True,AA,True
76:64:61:f6:e6:14,-31.8,-55.8,-42.4,-31.7,-39.6,-29.2,-35.5,-49.2,-47.9,-55.7,AA,True,BB,True
e6:53:5c:2a:e8:e2,-57.1,-52.6,-60.8,-54.3,-57.2,-55.6,-55.6,-53.9,-54.9,-57.7,BB,True,AA,True
76:64:61:f6:e6:14,-39.7,-42.7,-40.8,-46.1,-42.4,-41.5,-43.9,-55.5,-73.6,-75.0,AB,True,AA,True
4a:ff:61:0a:f6:20,-35.6,-35.9,-36.1,-34.5,-33.8,-34.6,-41.9,-42.9,-42.7,-41.0,AA,True,AB,True
4a:ff:61:0a:f6:20,-37.7,-39.0,-44.3,-43.2,-44.1,-45.2,-43.5,-44.6,-43.4,-43.3,AB,True,BB,True
56:ec:bd:68:73:0c,-39.3,-40.4,-40.8,-41.4,-45.7,-57.6,-53.7,-53.2,-60.3,-57.3,AB,True,AA,True
04:b1:67:ac:8d:65,-63.0,-65.2,-65.1,-62.4,-64.2,-65.1,-63.1,-63.9,-63.5,-65.8,BB,True,AA,True
5c:77:76:80:95:6f,-35.5,-31.1,-34.3,-21.0,-43.2,-56.5,-55.7,-62.7,-56.6,-58.9,AB,True,BA,True
4a:ff:61:0a:f6:20,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,-52.0,AA,True,BA,False
76:64:61:f6:e6:14,-33.1,-41.4,-43.6,-45.1,-41.5,-41.0,-39.6,-35.1,-37.8,-33.3,AA,True,BB,True
76:64:61:f6:e6:14,-38.8,-41.2,-42.4,-30.2,-35.5,-45.6,-54.7,-56.1,-70.5,-40.6,AA,True,BB,True
e6:53:5c:2a:e8:e2,-37.6,-38.5,-38.8,-39.3,-36.8,-38.2,-37.6,-38.9,-38.3,-38.9,AA,True,AB,True
5c:77:76:80:95:6f,-53.3,-57.4,-45.0,-48.5,-48.6,-55.3,-59.7,-59.5,-62.5,-62.6,BB,True,AB,True
00:be:3b:9e:7f:14,-54.0,-58.4,-60.7,-63.7,-41.2,-33.1,-34.8,-37.4,-35.8,-47.5,BA,True,AA,True
e6:53:5c:2a:e8:e2,-39.9,-36.4,-38.9,-37.6,-38.3,-36.0,-37.6,-41.2,-35.8,-39.1,AA,True,AB,True
e6:53:5c:2a:e8:e2,-54.0,-56.0,-57.0,-62.0,-57.0,-55.0,-59.0,-55.0,-59.0,-54.0,BB,True,AA,False
4a:ff:61:0a:f6:20,-41.0,-41.4,-40.6,-40.9,-41.3,-39.5,-42.2,-40.9,-40.5,-41.3,BB,True,BA,True
04:b1:67:ac:8d:65,-40.2,-41.4,-40.4,-40.9,-40.0,-41.4,-41.5,-40.8,-41.8,-40.0,AA,True,AB,True
00:be:3b:9e:7f:14,-53.6,-60.4,-60.8,-65.4,-41.7,-33.9,-35.5,-36.7,-37.3,-48.4,BA,True,AA,True
76:64:61:f6:e6:14,-40.8,-35.9,-41.9,-63.1,-67.8,-47.3,-38.1,-48.8,-50.8,-45.9,AB,True,AA,True
76:64:61:f6:e6:14,-45.8,-51.1,-42.9,-56.8,-46.8,-41.5,-36.2,-48.4,-31.4,-40.6,AA,False,,True
e6:53:5c:2a:e8:e2,-33.5,-34.3,-34.4,-47.2,-48.5,-46.6,-47.4,-48.1,-48.8,-47.0,AA,True,AB,True
76:64:61:f6:e6:14,-60.9,-50.3,-50.1,-53.9,-46.9,-46.8,-51.2,-29.2,-38.1,-41.4,BA,True,BB,True
5c:77:76:80:95:6f,-58.5,-51.2,-43.7,-50.4,-42.4,-39.6,-44.5,-49.8,-45.6,-44.9,BA,True,AA,True
76:64:61:f6:e6:14,-50.4,-47.8,-43.5,-52.7,-48.7,-47.5,-50.3,-48.9,-46.6,-45.0,BB,True,AB,True
76:64:61:f6:e6:14,-37.5,-46.7,-46.0,-39.9,-45.4,-40.7,-33.7,-44.2,-49.1,-53.9,AA,True,BB,True
f6:12:7b:46:29:86,-49.0,-52.0,-53.0,-58.0,-55.0,-57.0,-51.0,-48.0,-48.0,-50.0,BB,True,BA,False
e6:53:5c:2a:e8:e2,-58.6,-68.5,-52.9,-48.7,-51.0,-39.8,-50.8,-51.1,-52.7,-36.0,BA,True,AB,True
5c:77:76:80:95:6f,-37.0,-29.0,-34.0,-22.0,-32.0,-60.0,-55.0,-67.0,-62.0,-64.0,AB,True,BA,False
56:ec:bd:68:73:0c,-35.3,-60.9,-45.6,-39.7,-51.0,-31.1,-39.6,-38.8,-33.3,-32.3,AA,True,BB,True
00:be:3b:9e:7f:14,-54.4,-53.9,-52.7,-40.5,-52.8,-58.4,-42.9,-44.8,-50.3,-41.9,AB,True,AA,True
04:b1:67:ac:8d:65,-40.9,-36.8,-39.3,-38.0,-38.0,-37.5,-35.9,-35.5,-34.0,-38.1,AA,True,AB,True
6e:7c:a5:0f:91:c6,-45.2,-46.9,-44.2,-50.8,-42.0,-35.2,-38.9,-44.9,-46.8,-40.7,BA,True,AA,True
2e:ad:62:53:35:66,-43.1,-40.8,-40.3,-39.1,-39.2,-37.2,-50.4,-42.4,-39.1,-38.1,AA,True,BB,True
04:b1:67:ac:8d:65,-50.1,-57.0,-50.1,-55.0,-44.3,-47.2,-46.2,-44.3,-53.0,-52.1,BB,True,AA,True
e6:53:5c:2a:e8:e2,-36.0,-39.6,-39.5,-38.8,-33.5,-37.7,-40.6,-33.0,-33.8,-38.3,AA,True,AB,True
e6:53:5c:2a:e8:e2,-42.7,-38.4,-41.1,-45.1,-38.1,-39.1,-29.8,-34.0,-37.2,-50.6,BA,True,AB,True
04:b1:67:ac:8d:65,-34.9,-33.6,-32.5,-33.5,-33.1,-34.7,-32.9,-31.2,-32.4,-33.1,AA,True,BA,True
04:b1:67:ac:8d:65,-37.9,-39.9,-43.9,-43.9,-44.9,-39.9,-41.9,-37.9,-38.9,-41.9,AA,True,BA,True
76:64:61:f6:e6:14,-41.8,-46.7,-46.4,-48.0,-54.0,-57.2,-54.8,-46.8,-44.5,-54.6,BB,True,AB,True
04:b1:67:ac:8d:65,-60.7,-51.9,-46.4,-61.5,-37.2,-47.1,-43.5,-46.5,-50.8,-42.1,BA,True,AB,True
00:be:3b:9e:7f:14,-39.0,-41.9,-43.1,-45.3,-43.5,-42.7,-41.0,-43.1,-42.6,-44.4,AA,True,BB,True
56:ec:bd:68:73:0c,-52.2,-37.3,-41.7,-43.1,-44.7,-44.5,-57.0,-38.6,-51.7,-49.1,BA,True,BB,True
00:be:3b:9e:7f:14,-53.3,-51.5,-58.1,-63.1,-51.1,-40.2,-20.7,-34.4,-36.0,-46.2,BA,True,AA,True
4a:ff:61:0a:f6:20,-41.4,-40.1,-41.3,-40.7,-40.9,-41.2,-40.4,-42.0,-41.4,-41.0,BB,True,AA,True
6e:7c:a5:0f:91:c6,-43.9,-47.0,-46.0,-46.0,-44.7,-43.8,-45.2,-45.6,-44.6,-44.4,AA,True,BB,True
56:ec:bd:68:73:0c,-42.6,-41.3,-49.7,-42.1,-46.9,-46.2,-47.2,-79.5,-43.3,-37.3,BA,True,BB,True
4a:ff:61:0a:f6:20,-52.8,-52.8,-52.9,-53.8,-53.0,-53.4,-51.9,-52.9,-52.9,-54.0,AB,True,BB,True
2e:ad:62:53:35:66,-61.0,-46.1,-53.4,-54.0,-47.2,-47.5,-40.4,-34.6,-43.3,-52.3,BA,True,AA,True
04:b1:67:ac:8d:65,-38.6,-39.3,-37.1,-38.1,-39.2,-38.0,-37.7,-38.6,-38.2,-36.1,AA,True,BA,True
5c:77:76:80:95:6f,-53.6,-52.8,-56.5,-53.3,-54.3,-55.8,-55.3,-53.4,-52.1,-50.4,BB,True,AB,True
e6:53:5c:2a:e8:e2,-33.1,-29.0,-41.5,-41.7,-42.1,-45.8,-53.7,-44.0,-45.3,-56.5,AB,False,,True
76:64:61:f6:e6:14,-30.6,-37.9,-42.5,-56.4,-66.2,-61.9,-64.7,-51.6,-60.1,-56.3,AB,True,BA,True
2e:ad:62:53:35:66,-36.8,-49.1,-56.7,-62.5,-63.4,-61.9,-59.5,-61.7,-54.4,-47.6,AB,True,AA,True
2e:ad:62:53:35:66,-32.1,-37.1,-35.0,-33.3,-34.2,-33.6,-38.5,-30.5,-43.0,-35.4,AA,True,BB,True
04:b1:67:ac:8d:65,-33.0,-35.1,-33.9,-32.9,-33.7,-34.3,-33.7,-33.6,-35.2,-34.5,AB,True,BB,True
76:64:61:f6:e6:14,-42.6,-32.4,-27.7,-40.4,-56.7,-64.6,-52.9,-57.9,-50.1,-52.0,AB,True,AA,True
76:64:61:f6:e6:14,-43.2,-44.2,-48.1,-47.9,-48.1,-46.9,-45.4,-46.2,-45.2,-39.4,BA,True,AA,True
4e:9a:ff:cd:da:f3,-49.2,-53.2,-45.2,-45.6,-58.2,-41.3,-38.4,-47.6,-47.1,-47.9,BA,True,AA,True
5c:77:76:80:95:6f,-56.4,-51.1,-56.8,-43.5,-50.2,-46.5,-36.9,-41.1,-54.7,-57.1,BA,True,BB,True
4a:ff:61:0a:f6:20,-53.2,-54.1,-54.1,-55.0,-55.3,-55.3,-63.4,-61.9,-61.9,-62.7,BB,True,BA,True
