Classifier,Accuracy,Balanced_Accuracy,Precision,Recall,F1_Score,MCC,CV_Mean,CV_Std,Train_Time_s,BB_precision,BB_recall,BB_f1,BB_support,BA_precision,BA_recall,BA_f1,BA_support,AA_precision,AA_recall,AA_f1,AA_support,AB_precision,AB_recall,AB_f1,AB_support,Confusion_Matrix,CM_BB_pred_BB,CM_BB_pred_BA,CM_BB_pred_AA,CM_BB_pred_AB,CM_BA_pred_BB,CM_BA_pred_BA,CM_BA_pred_AA,CM_BA_pred_AB,CM_AA_pred_BB,CM_AA_pred_BA,CM_AA_pred_AA,CM_AA_pred_AB,CM_AB_pred_BB,CM_AB_pred_BA,CM_AB_pred_AA,CM_AB_pred_AB,FeatImp_1,FeatImp_2,FeatImp_3,FeatImp_4,FeatImp_5,FeatImp_6,FeatImp_7,FeatImp_8,FeatImp_9,FeatImp_10
LogisticRegression_ElasticNet,0.90625,0.90625,0.9318181818181819,0.90625,0.902834008097166,0.8854377448471462,0.8664615384615384,0.05458742512931454,0.05178093910217285,0.7272727272727273,1.0,0.8421052631578947,8.0,1.0,1.0,1.0,8.0,1.0,0.625,0.7692307692307693,8.0,1.0,1.0,1.0,8.0,"[[8, 0, 0, 0], [0, 8, 0, 0], [3, 0, 5, 0], [0, 0, 0, 8]]",8,0,0,0,0,8,0,0,3,0,5,0,0,0,0,8,0.6185500621795654,0.7262718677520752,0.47898030281066895,0.22939345240592957,0.6339854598045349,0.8756096363067627,0.39871883392333984,0.12535244226455688,0.2761954665184021,0.23084798455238342
NuSVC,0.90625,0.90625,0.9166666666666666,0.90625,0.9054621848739496,0.8784381271934221,0.8664615384615384,0.060564601921561094,0.03669142723083496,0.7777777777777778,0.875,0.8235294117647058,8.0,0.8888888888888888,1.0,0.9411764705882353,8.0,1.0,0.75,0.8571428571428571,8.0,1.0,1.0,1.0,8.0,"[[7, 1, 0, 0], [0, 8, 0, 0], [2, 0, 6, 0], [0, 0, 0, 8]]",7,1,0,0,0,8,0,0,2,0,6,0,0,0,0,8,,,,,,,,,,
Bagging,0.875,0.875,0.8740079365079365,0.875,0.8727941176470588,0.8344205266636646,0.788923076923077,0.07172201431414285,6.106774568557739,0.75,0.75,0.75,8.0,0.8888888888888888,1.0,0.9411764705882353,8.0,0.8571428571428571,0.75,0.8,8.0,1.0,1.0,1.0,8.0,"[[6, 1, 1, 0], [0, 8, 0, 0], [2, 0, 6, 0], [0, 0, 0, 8]]",6,1,1,0,0,8,0,0,2,0,6,0,0,0,0,8,,,,,,,,,,
KNN_7,0.875,0.875,0.8770833333333334,0.875,0.8695436507936508,0.837707816583391,0.8283076923076923,0.03898839153589452,0.06047368049621582,0.8333333333333334,0.625,0.7142857142857143,8.0,1.0,1.0,1.0,8.0,0.875,0.875,0.875,8.0,0.8,1.0,0.8888888888888888,8.0,"[[5, 0, 1, 2], [0, 8, 0, 0], [1, 0, 7, 0], [0, 0, 0, 8]]",5,0,1,2,0,8,0,0,1,0,7,0,0,0,0,8,,,,,,,,,,
CatBoost,0.875,0.875,0.8819444444444444,0.875,0.8723739495798319,0.8366077401842115,0.0,0.0,0.9251711368560791,0.75,0.75,0.75,8.0,0.8888888888888888,1.0,0.9411764705882353,8.0,1.0,0.75,0.8571428571428571,8.0,0.8888888888888888,1.0,0.9411764705882353,8.0,"[[6, 1, 0, 1], [0, 8, 0, 0], [2, 0, 6, 0], [0, 0, 0, 8]]",6,1,0,1,0,8,0,0,2,0,6,0,0,0,0,8,16.294666175304208,9.254191166461776,6.047482335453397,10.96914967855299,8.447932384389343,21.5860654006995,3.542340492248163,3.454398347060183,14.057293996533437,6.346480023296992
QDA,0.875,0.875,0.8875,0.875,0.8740079365079365,0.837707816583391,0.7658461538461537,0.07294579328101415,0.026755571365356445,0.75,0.75,0.75,8.0,1.0,1.0,1.0,8.0,1.0,0.75,0.8571428571428571,8.0,0.8,1.0,0.8888888888888888,8.0,"[[6, 0, 0, 2], [0, 8, 0, 0], [2, 0, 6, 0], [0, 0, 0, 8]]",6,0,0,2,0,8,0,0,2,0,6,0,0,0,0,8,,,,,,,,,,
PassiveAggressive,0.875,0.875,0.8833333333333333,0.875,0.873015873015873,0.837707816583391,0.8273846153846154,0.043059337069626814,0.0645759105682373,0.7,0.875,0.7777777777777778,8.0,1.0,1.0,1.0,8.0,0.8333333333333334,0.625,0.7142857142857143,8.0,1.0,1.0,1.0,8.0,"[[7, 0, 1, 0], [0, 8, 0, 0], [3, 0, 5, 0], [0, 0, 0, 8]]",7,0,1,0,0,8,0,0,3,0,5,0,0,0,0,8,2.6630043983459473,4.989313125610352,3.977799892425537,1.7145663499832153,5.368680953979492,4.206052303314209,3.968583583831787,1.6527674198150635,2.839381694793701,2.164785861968994
KNN_3,0.875,0.875,0.9040404040404041,0.875,0.8624871001031991,0.8478078067985948,0.8363076923076923,0.02704543623796397,0.04823184013366699,0.7272727272727273,1.0,0.8421052631578947,8.0,1.0,1.0,1.0,8.0,1.0,0.5,0.6666666666666666,8.0,0.8888888888888888,1.0,0.9411764705882353,8.0,"[[8, 0, 0, 0], [0, 8, 0, 0], [3, 0, 4, 1], [0, 0, 0, 8]]",8,0,0,0,0,8,0,0,3,0,4,1,0,0,0,8,,,,,,,,,,
NearestCentroid,0.875,0.875,0.8944444444444445,0.875,0.8757236227824463,0.8388122439800432,0.8430769230769231,0.06320062916322289,0.028905153274536133,0.7777777777777778,0.875,0.8235294117647058,8.0,0.8,1.0,0.8888888888888888,8.0,1.0,0.75,0.8571428571428571,8.0,1.0,0.875,0.9333333333333333,8.0,"[[7, 1, 0, 0], [0, 8, 0, 0], [2, 0, 6, 0], [0, 1, 0, 7]]",7,1,0,0,0,8,0,0,2,0,6,0,0,1,0,7,,,,,,,,,,
GaussianNB,0.875,0.875,0.8972222222222221,0.875,0.8773576097105509,0.8388122439800432,0.8818461538461537,0.06768811175806858,0.02830362319946289,0.7,0.875,0.7777777777777778,8.0,0.8888888888888888,1.0,0.9411764705882353,8.0,1.0,0.75,0.8571428571428571,8.0,1.0,0.875,0.9333333333333333,8.0,"[[7, 1, 0, 0], [0, 8, 0, 0], [2, 0, 6, 0], [1, 0, 0, 7]]",7,1,0,0,0,8,0,0,2,0,6,0,1,0,0,7,,,,,,,,,,
DecisionTree,0.84375,0.84375,0.8473214285714286,0.84375,0.8409722222222222,0.7947773531750009,0.712,0.1002264890756233,0.0391693115234375,0.8571428571428571,0.75,0.8,8.0,0.8,1.0,0.8888888888888888,8.0,0.875,0.875,0.875,8.0,0.8571428571428571,0.75,0.8,8.0,"[[6, 1, 1, 0], [0, 8, 0, 0], [0, 0, 7, 1], [1, 1, 0, 6]]",6,1,1,0,0,8,0,0,0,0,7,1,1,1,0,6,0.07916504791504793,0.29479692760942766,0.09906355218855217,0.02312771465649661,0.04092261904761905,0.18820006937374031,0.013888888888888888,0.033854166666666664,0.175576915244254,0.051404098409306744
RandomForest,0.84375,0.84375,0.8517857142857143,0.84375,0.8430555555555557,0.7947773531750009,0.836,0.029118813942943935,1.3046393394470215,0.75,0.75,0.75,8.0,0.8,1.0,0.8888888888888888,8.0,0.8571428571428571,0.75,0.8,8.0,1.0,0.875,0.9333333333333333,8.0,"[[6, 1, 1, 0], [0, 8, 0, 0], [2, 0, 6, 0], [0, 1, 0, 7]]",6,1,1,0,0,8,0,0,2,0,6,0,0,1,0,7,0.11859701259001328,0.17017348423273057,0.09432656371349474,0.06442983017328427,0.10979440053650466,0.1535368649383063,0.07513185767572876,0.05569081334995376,0.08459267602937917,0.07372649676060461
SVC_Poly,0.84375,0.84375,0.8809523809523809,0.84375,0.8476190476190477,0.8032552181511441,0.7966153846153846,0.04707189515634002,0.028353214263916016,0.6666666666666666,1.0,0.8,8.0,1.0,0.75,0.8571428571428571,8.0,0.8571428571428571,0.75,0.8,8.0,1.0,0.875,0.9333333333333333,8.0,"[[8, 0, 0, 0], [2, 6, 0, 0], [2, 0, 6, 0], [0, 0, 1, 7]]",8,0,0,0,2,6,0,0,2,0,6,0,0,0,1,7,,,,,,,,,,
LDA,0.84375,0.84375,0.8813131313131313,0.84375,0.8451456696038739,0.8021806287494233,0.7966153846153846,0.0460347180535755,0.027617931365966797,0.6363636363636364,0.875,0.7368421052631579,8.0,0.8888888888888888,1.0,0.9411764705882353,8.0,1.0,0.625,0.7692307692307693,8.0,1.0,0.875,0.9333333333333333,8.0,"[[7, 1, 0, 0], [0, 8, 0, 0], [3, 0, 5, 0], [1, 0, 0, 7]]",7,1,0,0,0,8,0,0,3,0,5,0,1,0,0,7,0.4642799496650696,1.8576353788375854,1.0336145162582397,0.48178544640541077,0.4641772508621216,1.3367480039596558,0.5336818695068359,0.3396974205970764,0.661189079284668,0.480746865272522
RidgeClassifier,0.84375,0.84375,0.875,0.84375,0.8423076923076922,0.8011103405759895,0.8039999999999999,0.05214998851174511,0.03204011917114258,0.7,0.875,0.7777777777777778,8.0,0.8,1.0,0.8888888888888888,8.0,1.0,0.625,0.7692307692307693,8.0,1.0,0.875,0.9333333333333333,8.0,"[[7, 1, 0, 0], [0, 8, 0, 0], [3, 0, 5, 0], [0, 1, 0, 7]]",7,1,0,0,0,8,0,0,3,0,5,0,0,1,0,7,0.10964279621839523,0.21602854132652283,0.1324584037065506,0.09031349420547485,0.15640828013420105,0.19131602346897125,0.10945691913366318,0.0844837948679924,0.15204201638698578,0.10100743919610977
Perceptron,0.84375,0.84375,0.8762626262626263,0.84375,0.8330753353973168,0.805417416458665,0.8427692307692307,0.05278873826465226,0.06737446784973145,0.7777777777777778,0.875,0.8235294117647058,8.0,1.0,1.0,1.0,8.0,1.0,0.5,0.6666666666666666,8.0,0.7272727272727273,1.0,0.8421052631578947,8.0,"[[7, 0, 0, 1], [0, 8, 0, 0], [2, 0, 4, 2], [0, 0, 0, 8]]",7,0,0,1,0,8,0,0,2,0,4,2,0,0,0,8,3.325608253479004,3.4050545692443848,3.892387866973877,2.067960262298584,3.182800054550171,3.599912166595459,2.1468348503112793,1.8597676753997803,2.3733277320861816,1.5561858415603638
MLP_Large,0.84375,0.84375,0.8472222222222222,0.84375,0.833584715937657,0.7989825537092421,0.8126153846153846,0.02807260240727885,0.4452016353607178,0.8,0.5,0.6153846153846154,8.0,1.0,1.0,1.0,8.0,0.7,0.875,0.7777777777777778,8.0,0.8888888888888888,1.0,0.9411764705882353,8.0,"[[4, 0, 3, 1], [0, 8, 0, 0], [1, 0, 7, 0], [0, 0, 0, 8]]",4,0,3,1,0,8,0,0,1,0,7,0,0,0,0,8,,,,,,,,,,
HistGradientBoosting,0.8125,0.8125,0.8541666666666666,0.8125,0.8131410256410256,0.7630270261187353,0.7652307692307693,0.027957702625478285,1.8744781017303467,0.75,0.75,0.75,8.0,1.0,0.875,0.9333333333333333,8.0,1.0,0.625,0.7692307692307693,8.0,0.6666666666666666,1.0,0.8,8.0,"[[6, 0, 0, 2], [0, 7, 0, 1], [2, 0, 5, 1], [0, 0, 0, 8]]",6,0,0,2,0,7,0,1,2,0,5,1,0,0,0,8,,,,,,,,,,
XGBoost,0.78125,0.78125,0.8083333333333333,0.78125,0.7817460317460317,0.7158291329065412,0.7886153846153846,0.059605011504484294,0.9436872005462646,0.6,0.75,0.6666666666666666,8.0,1.0,0.75,0.8571428571428571,8.0,0.8333333333333334,0.625,0.7142857142857143,8.0,0.8,1.0,0.8888888888888888,8.0,"[[6, 0, 1, 1], [2, 6, 0, 0], [2, 0, 5, 1], [0, 0, 0, 8]]",6,0,1,1,2,6,0,0,2,0,5,1,0,0,0,8,0.09252723306417465,0.21248623728752136,0.07587535679340363,0.03657039999961853,0.09992466866970062,0.17199702560901642,0.02920406684279442,0.0675947517156601,0.14363574981689453,0.07018442451953888
GradientBoosting,0.78125,0.78125,0.8333333333333333,0.78125,0.7830639948287008,0.7225869414717834,0.7424615384615384,0.05118801634905851,2.7695765495300293,0.6666666666666666,0.75,0.7058823529411765,8.0,1.0,0.75,0.8571428571428571,8.0,1.0,0.625,0.7692307692307693,8.0,0.6666666666666666,1.0,0.8,8.0,"[[6, 0, 0, 2], [1, 6, 0, 1], [2, 0, 5, 1], [0, 0, 0, 8]]",6,0,0,2,1,6,0,1,2,0,5,1,0,0,0,8,0.0916292657988572,0.28174736326623784,0.051117865700089034,0.016639075791308577,0.09245486380680688,0.15366451185701482,0.019998241693924713,0.05737816756608148,0.16573102671368004,0.0696396178059995
ExtraTree,0.71875,0.71875,0.7847222222222222,0.71875,0.7084224598930482,0.6428243465332251,0.6556923076923077,0.11021399303334867,0.025997400283813477,0.5555555555555556,0.625,0.5882352941176471,8.0,1.0,1.0,1.0,8.0,1.0,0.375,0.5454545454545454,8.0,0.5833333333333334,0.875,0.7,8.0,"[[5, 0, 0, 3], [0, 8, 0, 0], [3, 0, 3, 2], [1, 0, 0, 7]]",5,0,0,3,0,8,0,0,3,0,3,2,1,0,0,7,0.12719165073879982,0.0924776034151034,0.19113197524020695,0.0639091810966811,0.1453098509140498,0.027228760822510814,0.07249503968253969,0.05991137139137504,0.12970027657527658,0.09064429012345683
MLP_Medium,0.6875,0.6875,0.7074175824175825,0.6875,0.6785714285714286,0.5966908442982777,0.7661538461538461,0.0940552525515953,0.3195686340332031,0.7142857142857143,0.625,0.6666666666666666,8.0,0.8333333333333334,0.625,0.7142857142857143,8.0,0.6666666666666666,0.5,0.5714285714285714,8.0,0.6153846153846154,1.0,0.7619047619047619,8.0,"[[5, 0, 2, 1], [1, 5, 0, 2], [1, 1, 4, 2], [0, 0, 0, 8]]",5,0,2,1,1,5,0,2,1,1,4,2,0,0,0,8,,,,,,,,,,
MLP_L2,0.6875,0.6875,0.7074175824175825,0.6875,0.6785714285714286,0.5966908442982777,0.7661538461538461,0.0940552525515953,0.321671724319458,0.7142857142857143,0.625,0.6666666666666666,8.0,0.8333333333333334,0.625,0.7142857142857143,8.0,0.6666666666666666,0.5,0.5714285714285714,8.0,0.6153846153846154,1.0,0.7619047619047619,8.0,"[[5, 0, 2, 1], [1, 5, 0, 2], [1, 1, 4, 2], [0, 0, 0, 8]]",5,0,2,1,1,5,0,2,1,1,4,2,0,0,0,8,,,,,,,,,,
AdaBoost,0.5625,0.5625,0.6666666666666666,0.5625,0.5674325674325674,0.46004370622823615,0.7264615384615386,0.06935305439449768,0.6230525970458984,0.3333333333333333,0.75,0.46153846153846156,8.0,1.0,0.75,0.8571428571428571,8.0,0.3333333333333333,0.125,0.18181818181818182,8.0,1.0,0.625,0.7692307692307693,8.0,"[[6, 0, 2, 0], [2, 6, 0, 0], [7, 0, 1, 0], [3, 0, 0, 5]]",6,0,2,0,2,6,0,0,7,0,1,0,3,0,0,5,0.08399246529194943,0.2426971629392973,0.045033993819541984,0.10211007580799437,0.09686985615108924,0.2156194877708648,0.07444240234391242,0.1220180332219987,0.01721652265335172,0.0
GaussianProcess,0.46875,0.46875,0.2543290043290043,0.46875,0.32214156079854805,0.37605071654517747,0.24215384615384616,0.014153846153846147,1.150902271270752,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,0.38095238095238093,1.0,0.5517241379310345,8.0,0.6363636363636364,0.875,0.7368421052631579,8.0,"[[0, 0, 7, 1], [0, 0, 5, 3], [0, 0, 8, 0], [0, 0, 1, 7]]",0,0,7,1,0,0,5,3,0,0,8,0,0,0,1,7,,,,,,,,,,
DummyStratified,0.3125,0.3125,0.31785714285714284,0.3125,0.3031801531801532,0.08618608271771433,0.28092307692307694,0.042807951481695215,0.02895832061767578,0.2,0.125,0.15384615384615385,8.0,0.2857142857142857,0.25,0.26666666666666666,8.0,0.5,0.375,0.42857142857142855,8.0,0.2857142857142857,0.5,0.36363636363636365,8.0,"[[1, 2, 2, 3], [1, 2, 0, 5], [2, 1, 3, 2], [1, 2, 1, 4]]",1,2,2,3,1,2,0,5,2,1,3,2,1,2,1,4,,,,,,,,,,
MLP_Small,0.25,0.25,0.06451612903225806,0.25,0.10256410256410256,0.0,0.32123076923076926,0.11831719477692859,0.19646883010864258,0.25806451612903225,1.0,0.41025641025641024,8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,"[[8, 0, 0, 0], [8, 0, 0, 0], [7, 0, 0, 1], [8, 0, 0, 0]]",8,0,0,0,8,0,0,0,7,0,0,1,8,0,0,0,,,,,,,,,,
DummyMostFrequent,0.25,0.25,0.0625,0.25,0.1,0.0,0.23446153846153844,0.004522134909753549,0.017279863357543945,0.25,1.0,0.4,8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,"[[8, 0, 0, 0], [8, 0, 0, 0], [8, 0, 0, 0], [8, 0, 0, 0]]",8,0,0,0,8,0,0,0,8,0,0,0,8,0,0,0,,,,,,,,,,
